code,date,comments,likes,caption,image
_JgWCIR0fY,1449830439,106,315,"Pozrite, kto bol u nás na centrále! 😊 @gogomantv si nielen pozrel, ako funguje najväčšie internetové kníhkupectvo pred Vianocami, ale ešte nám aj podpísal nejaké svoje knihy a že ste to vy, tak dve sme dali do súťaže. V tejto chvíli je ukončená a víťazov nájdete v komentároch. Ďakujeme za účasť! 😊 #kniha #knihy #martinus #martinussk #sutaz #gogomantv #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12331342_814813101977971_1523120172_n.jpg?ig_cache_key=MTEzNzU4MjYzMjQ5MDk3NzI0MA%3D%3D.2
_G3YxDR0Ze,1449741856,0,195,"Máme radi knihy aj seriály a máme radi knihy o seriáloch! Špeciálne Sherlock určite patrí nielen medzi naše srdcovky, veď skúste odolať pohľadu tohto pána! 😍 #tipnaknihu #tipnaserial #knihy #martinussk #benedictcumberbatch #sherlock #sherlockholmes",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224638_1703405379894371_2121553080_n.jpg?ig_cache_key=MTEzNjgzOTU1MDQ1MTUzMzQwNg%3D%3D.2
_EuwgDx0Tn,1449670223,2,198,"Je vedecky dokázané, že ak si ku knihe dáte kávu a koláč, bude sa vám čítať oveľa lepšie 😊 No dobre, možno trocha klameme, ale určite treba túto kombináciu vyskúšať 😊 ☕️🍰📚 #knihy #martinussk #kavaknihakolac #relax #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12362562_1647263082206343_1543428294_n.jpg?ig_cache_key=MTEzNjIzODY0OTEwMTczMTA0Nw%3D%3D.2
_B5AIsR0eT,1449574931,0,153,"Je to kuchárka? Je to román? A nie je to jedno? 😊 V prvom rade je to skvelá kniha o ruskej duši, jej smútku, o pohnutých dejinách tejto krajiny a to všetko prerozprávané cez jedlo. Lebo láska prechádza cez žalúdok. A láska k rodnej krajine nie je žiadnou výnimkou. 🍴 #kniha #knihy #martinus #martinussk #tipnaknihu #pravecitam #cocitat #neviemcocitat",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11421805_897570177006622_1375587157_n.jpg?ig_cache_key=MTEzNTQzOTI3OTA1ODAxMjA1MQ%3D%3D.2
-_9rKyR0bH,1449510272,3,405,Tak tomu hovoríme Vianoce u pravého knihomoľa👌Takýto knižný vianočný stromček majú doma naši kolegovia @_dzejny a @knizna_fetka 🎄📚 Vyskúšate aj vy? 😊 #knihy #stromcekzknih #vianoce #knihomol #vianocesablizia #christmastree #christmas #christmasiscoming,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12331927_1623763881177737_1135185547_n.jpg?ig_cache_key=MTEzNDg5Njg3ODQ3NjI4MTU0Mw%3D%3D.2
-_br5Mx0aE,1449492452,4,259,Naši kníhkupci ľúbia knihy! A určite sa s vami radi podelia o knižné tipy aj priamo v našich kníhkupectvách 📚 #knihy #martinussk #tipnaknihu #tipnadarcek #vianocesablizia,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12345903_864054243713912_1962400007_n.jpg?ig_cache_key=MTEzNDc0NzM5NDczMTYyNDA2OA%3D%3D.2
-8sthYx0Re,1449400715,10,459,Na sklade máme posledný kus Meggi! Kto má záujem? 😀 #martinus #martinussk #centralarulez #pomocnicka #umpalumpa #pes #jackrussell,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12299019_1034309236590582_1366814620_n.jpg?ig_cache_key=MTEzMzk3Nzg0ODQ2MjY1NjYwNg%3D%3D.2
-6zBv3R0fl,1449336917,5,238,@gogomantv práve teraz u nás v Martinuse! #gogo #gogomantv #beseda #autogramiada #besedyvmartinuse #martinussk,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12277425_977562138987577_1876076764_n.jpg?ig_cache_key=MTEzMzQ0MjY3NjcyMTkyODE2NQ%3D%3D.2
-537FCR0QL,1449305930,2,164,"Aha, @_natyn_ už vie, komu a ako daruje #viaccasunacitanie. Pridáte sa? 😊 #kniha #knihy #martinus #martinussk #tipnaknihu #repost #pravecitam",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/11267498_1117594518251192_1149122326_n.jpg?ig_cache_key=MTEzMzE4MjczMzY3NDU2MjU3MQ%3D%3D.2
-4Xg95x0aH,1449255384,1,202,"Jeden čert, jeden anjel, jeden pomocník, jeden Santaláš a 900 km. A zistenie, že Martinusáci v každom jednom kúte Slovenska aj tento rok poslúchali 😇 A naša mikulášska posádka zvládla deväť kníhkupectiev za dva dni! 💪 #martinus #martinussk #mikulasskyroadtrip",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c53.0.708.708/12346126_841474412617352_1452677455_n.jpg?ig_cache_key=MTEzMjc1ODcyNjg0NDMwMjk4Mw%3D%3D.2.c
-3jdM8x0dz,1449228090,2,164,"Na sklad nám dorazil najnovší Dominik Dán, takže program na piatok je jasný. Zabaliť a poslať tisíce kusov tejto parádnej detektívky! 💪🙌 #kniha #knihy #martinus #martinussk #tipnaknihu #viaccasunacitanie #detektivka",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12269937_854248648015809_1903131330_n.jpg?ig_cache_key=MTEzMjUyOTc2OTcwNDI3Nzg3NQ%3D%3D.2
-1HzFOx0cC,1449146481,0,123,"Aj vy sa tešíte na Vianoce tak ako my? 🎁Linecké, vanilkové rožky, ale aj makrónky, cupcaky a bezlepkové zdravé koláčiky a iné dobroty nájdete v tejto knihe z edície Apetit 🍰👌 #tipnaknihu #martinussk #kavaknihykolace #apetit #vianoce",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237220_1676640522610433_122687705_n.jpg?ig_cache_key=MTEzMTg0NTE3Nzk4OTA4OTAyNg%3D%3D.2
-yky8mx0b1,1449061021,7,215,Kniha AHA od Tomáša Kompaníka získala jedno z najprestížnejších svetových ocenení Red Dot Design Award. Kniha spája tradičnú  výšivku so súčasným grafickým dizajnom. Výborný darček! 😊 #tipnaknihu #tipnadarcek #knihy #martinussk #aha #tomaskompanik,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c173.0.678.678/12298806_638872452882249_1685287298_n.jpg?ig_cache_key=MTEzMTEyODI4NzE0Njc1NTgyOQ%3D%3D.2.c
-vmgnQR0Qa,1448961256,3,78,"Hávedník je jednou z najzaujímavejších detských kníh, ktorá poteší aj rodičov 😊 Napísal Jiří Dvořák, ilustrovala Danka Olejníková. #tipnaknihu #martinussk #knihy #havednik #olejnikova",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12317584_908696339177603_1024659022_n.jpg?ig_cache_key=MTEzMDI5MTM5ODQzMjk5ODQyNg%3D%3D.2
-rhQJxx0dI,1448824282,6,171,"Nedeľný večer si priam pýta urobiť si radosť novou knihou. Obzvlášť keď už len do polnoci máme POŠTOVNÉ ZADARMO! 😉 A nezabudnite, že ku každej objednávke vám pribalíme aj poukážky, s ktorými môžete darovať #ViacCasuNaCitanie. Alebo urobte radosť sebe, aj to sa ráta! 😊 #martinus #martinussk #kniha #knihy #pravecitam",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c181.0.717.717/12276774_451668111693592_863410844_n.jpg?ig_cache_key=MTEyOTE0MjM3NzEzMTc1NTMzNg%3D%3D.2.c
-qWMDKR0Vm,1448784927,0,133,"Jedinečná rozprávka, ktorá pomôže uspať vaše deti! Neveríte? Vyskúšajte aj vy tento svetový bestseller 😊📚 #tipnaknihu #martinussk #rozpravka #ikar #bestseller",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12277528_730195400445035_1369370291_n.jpg?ig_cache_key=MTEyODgxMjI0MTY2MDM2NDEzNA%3D%3D.2
-n1BN6x0Wb,1448700427,0,162,Nové špeciálne vydanie Krstného otca obsahuje aj trojnásobný prestrel cez všetkých 952 strán! A k tomu náboj na šnúrke ako záložka! Parádny darček 👌🎁 #tipnaknihu #martinussk #krstnyotec #ikar #tipnadarcek,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12317407_1629957563932237_1316028048_n.jpg?ig_cache_key=MTEyODEwMzQxMTgwODk0NTU2Mw%3D%3D.2
-lbtviR0cV,1448620052,1,114,"Z obálky nového Foera sme nadšení! Schválne, kto sa dokáže pozerať na fotku dlhšie než pár sekúnd? 👏🙈 #tipnaknihu #martinussk #slovart #foer #uplneosvetlene",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12269800_1500636753571518_2046526846_n.jpg?ig_cache_key=MTEyNzQyOTE3MjM5OTM5MjUzMw%3D%3D.2
-ef1JAR0bD,1448387329,0,96,"Takto večer je to od nás čistá provokácia, ale kniha Nepečené! od @adapolakova127 je úplne na zjedenie! 🙏🍰👌#tipnaknihu #martinussk #adrianapolakova #recepty #mnam",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11374372_932251580200066_1869559152_n.jpg?ig_cache_key=MTEyNTQ3Njk0ODEzMTY2MTUwNw%3D%3D.2
-d53mvx0al,1448367426,0,84,"Máme radi kávu, kaviarne a v neposlednom rade aj skvelý slovenský magazín o kávovej kultúre @standartmag ☕️ Nájdete ho v našich kníhkupectvách v Bratislave, Nitre, Košiciach a už aj v Poprade! #martinussk #standartmagazine #knihkupectvo #kava #kaviarne #foxfordcafe",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224321_1550840495202077_1349894156_n.jpg?ig_cache_key=MTEyNTMwOTk5MTczODYyMzY1Mw%3D%3D.2
-bZe6Hx0ZG,1448283337,1,194,"Smrť vo Viedni je taký dobrý detektívko-román, že pri ňom zabudnete aj na objednané cappuccino v kaviarni 😊☕️👌 #tipnaknihu #martinussk #knihy #viaccasunacitanie #foxfordcafe",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12298869_539536286212385_87945322_n.jpg?ig_cache_key=MTEyNDYwNDYwNzExMzY3NjM1OA%3D%3D.2
-Vvzsfx0R8,1448093715,4,248,Komu by sa páčilo takto stráviť víkend? A daroval vám už niekto #viaccasunacitanie? 📚😊 #martinussk #knihy #vikend #viaccasunacitanie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c182.0.716.716/12224584_917410285010005_1943645217_n.jpg?ig_cache_key=MTEyMzAxMzk0Mjc1NTkzNTM1Ng%3D%3D.2.c
-UeP0Fx0SZ,1448050954,0,147,Zajtra sa oplatí nezaspať! O 10:00 spúšťame predaj vstupeniek na besedu s @gogomantv! Viac info a videopozvánka od samotného Goga na http://www.martinus.sk/gogo. Link aj v profile 😉 #martinus #martinussk #akcia #beseda #kniha #knihy #gogomantv,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c103.0.874.874/12256770_459712320879710_280238039_n.jpg?ig_cache_key=MTEyMjY1NTIzNTI0MTEwMDQ0MQ%3D%3D.2.c
-TXrDtR0TA,1448013953,4,197,"Knihy sú vzácne, treba ich chrániť! Ak hľadáte obal na svoju knihu, v našich kníhkupectvách máme takéto obaly značky Ivitko 😊📚👌#martinussk #knihy #obalnaknihu #ivitko #darcek",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237490_1507199236244259_1395883899_n.jpg?ig_cache_key=MTEyMjM0NDg0NjEzMzUxMTM2MA%3D%3D.2
-QySFwR0fF,1447927241,6,167,Máme tu nejakých fanúšikov Stephena Kinga? Novinka Stratení nájdení vyšla len nedávno vo vydavateľstve Ikar. #tipnaknihu #martinussk #stephenking #strateninajdeni,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10919115_435275196662228_1757207349_n.jpg?ig_cache_key=MTEyMTYxNzQ1MjY3MDA3Njg2OQ%3D%3D.2
-PUXOUx0Vq,1447878000,16,232,"No takto. Našim rukami prejde obrovské množstvo kníh, lebo sme kníhkupectvo, však áno. 😀 Ale aj medzi nimi vyčnieva práve táto! Do knihy ""Harry Potter - tvory a netvory"" sa jednoducho nedá nezaľúbiť a ak poznáte nejakého fanúšika Harryho Pottera, tak lepší darček by ste hľadali len ťažko. Tak schválne, kto z vás by ju chcel? :-) #harrypotter #tipnaknihu #tipnadarcek #kniha #knihy #pravecitam #martinus #martinussk #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c181.0.717.717/12237274_1713023402262169_424408274_n.jpg?ig_cache_key=MTEyMTIwNDM4OTA5NzcxOTE0Ng%3D%3D.2.c
-OMrdYx0Yq,1447840417,3,205,"Waw, takto si vymaľoval Omaľovánku 2.0 od @zlaila slovenský ilustrátor a dizajnér @seasidespirit 👏👌 parádna práca! #omalovankypredospelych #seasidespirit",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/c160.0.640.640/12276955_1084114581613086_8764683_n.jpg?ig_cache_key=MTEyMDg4OTEyMDMxMTY5MDc5NA%3D%3D.2.c
-N3EfLR0St,1447829088,0,97,"Najlepšie poviedky literárnej súťaže Martinus Cena Fantázie nájdete v tomto zborníku. Obálka sa im tento rok vydarila, čo poviete? #martinussk #tipnaknihu #martinuscenafantázie #cenafantazie #fantasy #scifi #horor #dobrahaluz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237257_945586545496254_1709067454_n.jpg?ig_cache_key=MTEyMDc5NDA4MzE5NjM1NTc1Nw%3D%3D.2
-MjqVDx0Us,1447785357,1,194,"Martinusáčka Janka sa už teší z kníh, ktoré vyhrala v našej súťaži Dlhý, Široký a Bystrozraký! 😊 Tešíme sa s ňou a vy nezúfajte, nabudúce sa možno usmeje šťastie práve na vás 😉 #knihy #kniha #martinus #martinussk #vyhra #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/12230815_147109278978452_911519337_n.jpg?ig_cache_key=MTEyMDQyNzI0Nzc2NjI5MTc1Ng%3D%3D.2
-JDMqZx0Uj,1447667674,1,110,"Najnovší Murakami je o vzťahoch, ktoré sú poznačené nedorozumeniami. V knihe nájdete sedem poviedok, spája ich téma osamelosti. Čo na knihu hovoria Murakamiho fanúšikovia? Čítali ste? 😊 #tipnaknihu #knihy #martinussk #murakami #harukimurakami #nakladatelstviodeon",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12106307_1657384207876297_456877885_n.jpg?ig_cache_key=MTExOTQ0MDA0NjY4MTE3OTQyNw%3D%3D.2
-GfBBux0aq,1447581595,1,97,Fascinujúci príbeh jednej neobyčajnej rodiny 📚 #tipnaknihu #knihy #martinussk #vikend #viaccasunacitanie #albatrosmedia,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12230874_784586181670322_832701950_n.jpg?ig_cache_key=MTExODcxNzk2NzQ2ODAyMTQxOA%3D%3D.2
-E5sDGx0Zz,1447528470,2,191,"Víkendy sú ako stvorené pre dobré knihy, kávy a koláče! Nájdete si aj vy #viaccasunacitanie rovnako ako @_dzejny? #knihy #tipnaknihu #martinussk #vikend #viaccasunacitanie #malinovybrownie #foxfordcafe",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11313607_988028667910547_378108771_n.jpg?ig_cache_key=MTExODI3MjMyMzEzNzc4MzQxMQ%3D%3D.2
-EsB4Ax0aa,1447521309,1,112,Kniha o holokauste od amerického historika ponúka nové vysvetlenia ukrutností napáchaných v dvadsiatom storočí. Vydalo vydavateľstvo Premedia. #tipnaknihu #knihy #martinussk #vydavatelstvopremedia #historia #holokaust #timothysnyder #ciernazem,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11925624_909052969179104_1028623321_n.jpg?ig_cache_key=MTExODIxMjI1MDQwMzI5MjgyNg%3D%3D.2
-Dovqjx0a2,1447486033,19,132,"Sobota ráno, víkend je tu a to pre mnohých znamená #viaccasunacitanie 📚 S akou knihou ho tentokrát strávite? 😊 #knihy #martinussk #vikend #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c182.0.716.716/12224102_904125299672268_1939000066_n.jpg?ig_cache_key=MTExNzkxNjMyOTg5MTI4NDY2Mg%3D%3D.2.c
-BxiuwR0Qy,1447423536,2,167,"Nedávno sme otvorili nové kníhkupectvá v Poprade a Považskej Bystrici, čoskoro pribudne Lučenec. Vo všetkých máme pre vás špeciálne záložky, ktoré rozdávame k nákupom 📚 #knihy #martinussk #knihkupectvo #zalozka",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11934917_1650549851858237_604627200_n.jpg?ig_cache_key=MTExNzM5MjA3MzUwNzk0NzU3MA%3D%3D.2
-BLI1nR0ci,1447403401,4,111,"Žítkovské bohyne, dnes už kultový román Kateřiny Tučkovej, vyšiel nedávno aj v slovenčine! #tipnaknihu #martinussk #vydavatelstvotatran #zitkovskebohyne #katerinatuckova",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237310_1652347305040839_1003860356_n.jpg?ig_cache_key=MTExNzIyMzE2ODM5OTMyOTA1OA%3D%3D.2
9-mGdiR0Uk,1447316874,3,100,Dobré ráno vám želajú Mimi a Líza! Novinku zo @slovart_vyd pokrstíme v pondelok 23. novembra u nás na Obchodnej 😊 #tipnaknihu #knihy #martinussk #slovart #besedyvmartinuse #mimializa,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939640_164709820546019_942390515_n.jpg?ig_cache_key=MTExNjQ5NzMyNzQzMjM1MzA2MA%3D%3D.2
98SLnkR0ct,1447239322,0,92,"Nová slovenská kuchárka je na svete! Čo na srdci, to na jazyku, takto to majú Janica a Aneta 😊 #tipnaknihu #martinussk #fortunalibri #sanetouajanicou #kucharka",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224648_1651806185067258_559704985_n.jpg?ig_cache_key=MTExNTg0Njc3MDkxNzA2NjU0MQ%3D%3D.2
96t31QR0Xk,1447186731,0,145,Michel Houellebecq a jeho romány často vyvolávajú rozporuplné reakcie. Čítali ste jeho najnovšie Podvolení? #tipnaknihu #knihy #martinussk #nakladatelstviodeon #michelhouellebecq,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12145603_438320593030725_628687785_n.jpg?ig_cache_key=MTExNTQwNTYwNjU3MzI2MjMwOA%3D%3D.2
95qRKKx0bD,1447151287,11,192,"S čím by ste vy potrebovali pomôcť, aby ste mali viac času na čítanie? 😊📖 #martinus #martinussk #knihy #kniha #citam #dnescitam #pravecitam #viaccasunacitanie #akcia #pes #pesktorycitanekuse",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c98.0.883.883/10946587_448099272063565_961194407_n.jpg?ig_cache_key=MTExNTEwODI3OTg1MzcyOTQ3NQ%3D%3D.2.c
93Eov5x0Q_,1447064448,1,98,"Daruj na Vianoce spolu s knihou aj viac času na čítanie a my ti pošleme poukážku v hodnote 5 eur! Ponuka platí len do 22. novembra. Viac info: http://www.martinus.sk/vianoce/ 
#kniha #knihy #martinus #martinussk #vianoce #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11917734_1660905880790574_74407476_n.jpg?ig_cache_key=MTExNDM3OTgyNTE5NzgyNzEzNQ%3D%3D.2
91nOdjR0VP,1447015474,0,191,"Intenzívne štyri dni plné kníh, čitateľov, spisovateľov, vydavateľov, ale v prvom rade tisícok stretnutí s vami, naši milí Martinusáci, sú za nami. Ďakujeme! Bolo to náročné, ale nádherné. Bibliotéka 2015 sa skončila a my sa už teraz nevieme dočkať, ako sa s vami opäť stretneme na Bibliotéke 2016!  #kniha #knihy #martinus #martinussk #biblioteka2015 #mrtvyDante #dnesuznecitam",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c166.0.748.748/11950584_1683040928580608_114655012_n.jpg?ig_cache_key=MTExMzk2OTAwMDQ2MTA1OTQwNw%3D%3D.2.c
9wcREpR0aL,1446841956,0,244,"Máte už program na víkend? My budeme na Bibliotéke a budeme radi, ak nás prídete pozrieť! Máme tu pre vás kopec kníh, zľavy, čítačky, jedného Hiraxa a samozrejme aj našu šarmantnú spoločnosť! S kým sa vidíme? 😊 #martinus #martinussk #knihy #kniha #biblioteka #Bratislava",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12144281_440566892797189_816545446_n.jpg?ig_cache_key=MTExMjUxMzQyNjQ4MTQzMjIwMw%3D%3D.2
9vb6RZx0Y-,1446808215,3,125,Sledujete tento seriál? Knižnú predlohu so seriálovou obálkou máme už v kníhkupectvách a slovenské vydanie chystá aj @slovart_vyd 📚#tipnaknihu #martinussk #knihy #slovart #jonathanstrangeandmrnorrell,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11420908_917443371679359_1311622688_n.jpg?ig_cache_key=MTExMjIzMDM4NDY1NTM1MzQwNg%3D%3D.2
9tgvyyx0W-,1446743642,0,125,Cilla a Rolf Börjlindovci práve u nás predstavujú novinku Temný úsvit. #besedyvmartinuse #martinussk #severskekrimi #ikar,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939480_1673880802868553_1078585823_n.jpg?ig_cache_key=MTExMTY4ODcwNDg3MzE1Mzk4Mg%3D%3D.2
9rScfwR0Y8,1446669035,0,114,"Dnes bol u nás Jozef Karika a vyskúšal si, ako dlho trvá podpísanie 200 kusov jeho novinky Čierna hra: Vláda mafie. Správna odpoveď:  32 minút a 3 sekundy. Dôležitejšie ale je, že to všetko zvládol a knihy sú už na ceste k vám. Tešíte sa? :) #kniha #knihy #tipnaknihu #pravecitam #martinus #martinussk",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11427373_515969098584597_101418469_n.jpg?ig_cache_key=MTExMTA2Mjg1NjE1NTQ4MTY2MA%3D%3D.2
9qDFN0x0fS,1446627425,1,155,"Táto plážová knižná ""pohoda"" zabezpečila @_naughtynaty_ výhru v súťaži o podpísanú knihu Delivering Happiness. Srdečne gratulujeme a nezúfajte, už čoskoro budeme súťažiť opäť! 😊 #martinus #martinussk #knihy #kniha #citam #pravecitam #viaccasunacitanie #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/11348211_1068765976497709_272283063_n.jpg?ig_cache_key=MTExMDcxMzgxMDY4MTI4NDU2Mg%3D%3D.2.c
9oROrwR0Y9,1446567734,3,189,"Máme radi nielen dobré knihy, ale aj dobrú hudbu. Korben Dallas už zajtra u nás na Obchodnej predstavia svoje nové CD Kam ideme. V najbližších dňoch ho nájdete vo všetkých našich kníhkupectvách 🎤📀🎼 #martinussk #hudba #korbendallas #besedyvmartinuse #pozvanka",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11899562_1615115718762993_37515563_n.jpg?ig_cache_key=MTExMDIxMzA4Mzk5MTA2NjE3Mw%3D%3D.2
9nuW13R0bL,1446549451,11,279,"V našich kníhkupectvách, na centrále, ale aj v bratislavskej kancelárii si pravidelne robievame spoločné raňajky. Dnes aj s obľúbenými natierkami od Alfa Bio 😊 #martinussk #ranajky #alfabio #vnasomkancli",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12081158_1633321720254417_1329333942_n.jpg?ig_cache_key=MTExMDA1OTcxMjk3Mzg1MDMxNQ%3D%3D.2
9kxiOXx0fd,1446450454,2,247,"Dobré ráno, naši milí knohomili! 😊
#martinus #martinussk #knihy #kniha #zalozka #sunrise",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12144176_157330184618179_438595281_n.jpg?ig_cache_key=MTEwOTIyOTI2NDQxMjU1OTMyNQ%3D%3D.2
9jGrBOx0bZ,1446394427,6,278,Boli ste už v našom najnovšom kníhkupectve v Poprade? Okrem množstva super kníh a milých kníhkupcov tam máme aj kaviareň Foxford a v nej skvelú kávu a koláče! 📚☕️🍰 #martinussk #knihy #knihkupectvo #poprad #knihkupectvopodtatrami #kaviaren #kavaknihykolace,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1971334_1603188953263283_2019253181_n.jpg?ig_cache_key=MTEwODc1OTI3NzgwMTUyMjkwNQ%3D%3D.2
9ipTbOR0Uo,1446379029,0,116,"Nezabudnite, že dnes máte poslednú šancu zapojiť sa do súťaže o knihu Delivering Happiness, ktorú pre vás podpísal samotný Tony Hsieh! Stačí, ak odfotíte svoju knižnú pohodu a pridáte do komentára: #chcemknihu od @martinus_sk My vyžrebujeme jedného šťastlivca, ktorému knihu pošleme. #martinus #martinussk #sutaz #kniha #knihy #deliveringhappiness #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12142092_925387254206317_92651328_n.jpg?ig_cache_key=MTEwODYzMDExMzA5NDE1NzYwOA%3D%3D.2
9dDM7cR0V4,1446191281,1,394,Ďakujeme Gabike za parádnu fotku s naším hrnčekom! #martinussk #kniznyhrncek #dobreranoknihomoli,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12081053_167263690288409_439435592_n.jpg?ig_cache_key=MTEwNzA1NTE2NjAwMTQ2NDY5Ng%3D%3D.2
9Y4uWIR0fW,1446051570,5,103,"SÚŤAŽ: Len málo kníh nás ovplyvnilo tak ako legendárne Delivering Happiness od Tonyho Hsieha. V Martinuse ju čítal prakticky každý a budeme radi, ak sa k nám pridáte aj vy. Preto tu máme súťaž o túto knihu, navyše s podpisom autora! Stačí, ak odfotíte svoju knižnú pohodu a pridáte do komentára: #chcemknihu od @martinus_sk My vyžrebujeme jedného šťastlivca, ktorému knihu pošleme. Držíme palce! :-) #martinus #martinussk #sutaz #kniha #knihy #deliveringhappiness #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12093506_729605430476850_975515092_n.jpg?ig_cache_key=MTEwNTg4MzE4Mzk4MTIxNzc1MA%3D%3D.2
9TinWXx0YE,1445872206,0,106,"Tieto knihy vybrali pre našich predplatiteľov Dado Nagy, Tomáš Ulej a Michal Truban. Chcete aj vy dostávať každý mesiac novú (a dobrú) knihu? Do 5.11. sa stále môžete prihlásiť na http://martinus.sk/predplatne Neváhajte, neoľutujete! 😊 #kniha #knihy #martinus #martinussk #predplatne #skvelydarcek #tipnaknihu #tipnadarcek",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12139650_500305580137800_404584468_n.jpg?ig_cache_key=MTEwNDM3ODU3MTI5ODEyOTQxMg%3D%3D.2
9QDbb6R0es,1445755192,0,283,"Že dnes sa spí o hodinu dlhšie? Blbosť! 😊 Všetci knihomoli predsa vedia, že budú mať o hodinu #viaccasunacitanie 📚 #vikend #knihy #martinussk #citameodrana",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/12142446_1627096077539894_943796437_n.jpg?ig_cache_key=MTEwMzM5Njk4ODIzOTk1NTg4NA%3D%3D.2
